"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Microspingus lateralis",-49.284335,-25.378326,"OBS406804707","Paraná","South","Curitiba--Parque Tanguá",955.28
"Saltator maxillosus",-49.284335,-25.378326,"OBS406804696","Paraná","South","Curitiba--Parque Tanguá",959.99
"Stephanophorus diadematus",-49.284335,-25.378326,"OBS406804703","Paraná","South","Curitiba--Parque Tanguá",958.55
"Stephanoxis lalandi",-49.284335,-25.378326,"OBS433557718","Paraná","South","Curitiba--Parque Tanguá",957.3
"Stephanoxis lalandi",-49.284335,-25.378326,"OBS437581181","Paraná","South","Curitiba--Parque Tanguá",962.12
"Syndactyla rufosuperciliata",-49.284335,-25.378326,"OBS433557749","Paraná","South","Curitiba--Parque Tanguá",958.55
"Elaenia mesoleuca",-49.205596,-25.381705,"OBS444916872","Paraná","South","Parque Atuba",915.06
"Microspingus lateralis",-49.205596,-25.381705,"OBS441053156","Paraná","South","Parque Atuba",913.1
"Phylloscartes ventralis",-49.205596,-25.381705,"OBS438727125","Paraná","South","Parque Atuba",915.06
"Elaenia mesoleuca",-49.136996,-25.388574,"OBS356766282","Paraná","South","Curitiba -Mabu Parque Resort Hotel",925.51
"Microspingus lateralis",-49.35573,-25.399431,"OBS317852139","Paraná","South","Curitiba--Parque Italiano",960.36
"Lepidocolaptes falcinellus",-49.28684,-25.405142,"OBS461921855","Paraná","South","Bosque do Alemão",943.18
"Lepidocolaptes falcinellus",-49.633752,-25.408075,"OBS334646969","Paraná","South","Pousada Ninho das Águias, Campo Largo",830.78
"Microspingus lateralis",-49.35246,-25.41145,"OBS317804890","Paraná","South","São Braz, Rua Ângelo Massignan",954.47
"Stephanoxis lalandi",-48.887171,-25.420645,"OBS352169962","Paraná","South","Morretes -- Estrada do Itupava",78.77
"Cacicus chrysopterus",-49.308003,-25.426273,"OBS499725438","Paraná","South","Parque Barigui",939.17
"Elaenia mesoleuca",-49.308003,-25.426273,"OBS277387309","Paraná","South","Parque Barigui",928.73
"Microspingus lateralis",-49.308003,-25.426273,"OBS499725458","Paraná","South","Parque Barigui",939.17
"Saltator maxillosus",-49.308003,-25.426273,"OBS309862184","Paraná","South","Parque Barigui",929.09
"Synallaxis cinerascens",-49.308003,-25.426273,"OBS387453577","Paraná","South","Parque Barigui",939.99
"Elaenia mesoleuca",-49.267073,-25.429344,"OBS373457217","Paraná","South","Curitiba",918.1
"Saltator maxillosus",-49.267073,-25.429344,"OBS373455213","Paraná","South","Curitiba",916.69
"Heliobletus contaminatus",-49.3128,-25.431804,"OBS165027119","Paraná","South","Curitiba, Parque Barigui",926.33
"Microspingus lateralis",-49.3128,-25.431804,"OBS165027114","Paraná","South","Curitiba, Parque Barigui",927.58
"Cacicus chrysopterus",-49.64758,-25.432247,"OBS394013460","Paraná","South","Estrada da Faxina, Campo Largo, PR, BR",945.91
"Lepidocolaptes falcinellus",-49.64758,-25.432247,"OBS394013416","Paraná","South","Estrada da Faxina, Campo Largo, PR, BR",945.91
"Microspingus lateralis",-49.64758,-25.432247,"OBS389916857","Paraná","South","Estrada da Faxina, Campo Largo, PR, BR",945.91
"Phylloscartes ventralis",-49.64758,-25.432247,"OBS394013435","Paraná","South","Estrada da Faxina, Campo Largo, PR, BR",936.46
"Stephanoxis lalandi",-49.64758,-25.432247,"OBS389916894","Paraná","South","Estrada da Faxina - Campo Largo - PR - BR",939.25
"Synallaxis cinerascens",-49.64758,-25.432247,"OBS394013395","Paraná","South","Estrada da Faxina, Campo Largo, PR, BR",951.24
"Cacicus chrysopterus",-49.813331,-25.433625,"OBS384292026","Paraná","South","Mata do Jugendland - Colônia Witmarsum, Palmeira, Paraná, Brasil",986.82
"Lepidocolaptes falcinellus",-49.813331,-25.433625,"OBS384287904","Paraná","South","Mata do Jugendland - Colônia Witmarsum, Palmeira, Paraná, Brasil",986.82
"Microspingus lateralis",-49.813331,-25.433625,"OBS384291988","Paraná","South","Mata do Jugendland - Colônia Witmarsum, Palmeira, Paraná, Brasil",986.82
"Piprites pileata",-49.813331,-25.433625,"OBS434153963","Paraná","South","Mata do Jugendland - Colônia Witmarsum - Palmeira - Paraná - Brasil",993.67
"Stephanophorus diadematus",-49.813331,-25.433625,"OBS434153978","Paraná","South","Mata do Jugendland - Colônia Witmarsum - Palmeira - Paraná - Brasil",986.08
"Stephanoxis lalandi",-49.813331,-25.433625,"OBS434154004","Paraná","South","Mata do Jugendland - Colônia Witmarsum - Palmeira - Paraná - Brasil",995.97
"Synallaxis cinerascens",-49.813331,-25.433625,"OBS384287915","Paraná","South","Mata do Jugendland - Colônia Witmarsum, Palmeira, Paraná, Brasil",987.24
"Syndactyla rufosuperciliata",-49.813331,-25.433625,"OBS384291978","Paraná","South","Mata do Jugendland - Colônia Witmarsum, Palmeira, Paraná, Brasil",986.08
"Cacicus chrysopterus",-49.725623,-25.437772,"OBS404259756","Paraná","South","São Luiz do Purunã",1067.17
"Cacicus chrysopterus",-49.321013,-25.447706,"OBS365417925","Paraná","South","Bairro Mossunguê",918.61
"Elaenia mesoleuca",-49.321013,-25.447706,"OBS365417935","Paraná","South","Bairro Mossunguê",918.71
"Microspingus lateralis",-49.321013,-25.447706,"OBS365417945","Paraná","South","Bairro Mossunguê",918.61
"Phylloscartes ventralis",-49.321013,-25.447706,"OBS365417955","Paraná","South","Bairro Mossunguê",918.71
"Piculus aurulentus",-49.321013,-25.447706,"OBS365417975","Paraná","South","Bairro Mossunguê",931.31
"Synallaxis cinerascens",-49.321013,-25.447706,"OBS365417898","Paraná","South","Bairro Mossunguê",917.81
"Syndactyla rufosuperciliata",-49.321013,-25.447706,"OBS365418336","Paraná","South","Bairro Mossunguê",918.71
"Elaenia mesoleuca",-49.36597,-25.452298,"OBS452050471","Paraná","South","BR-Paraná-Curitiba-6400A Rua Eduardo Sprada - -25,452x-49,366",938.45
"Cacicus chrysopterus",-49.448562,-25.45924,"OBS384692455","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.53
"Lepidocolaptes falcinellus",-49.448562,-25.45924,"OBS384692419","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.53
"Microspingus lateralis",-49.448562,-25.45924,"OBS384692453","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.53
"Phylloscartes ventralis",-49.448562,-25.45924,"OBS384692436","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.5
"Piculus aurulentus",-49.448562,-25.45924,"OBS384692482","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",931.83
"Stephanophorus diadematus",-49.448562,-25.45924,"OBS384692411","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.5
"Synallaxis cinerascens",-49.448562,-25.45924,"OBS384692428","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.82
"Syndactyla rufosuperciliata",-49.448562,-25.45924,"OBS384692464","Paraná","South","rio Timbutuva, bairro Ferraria, Campo Largo/PR",924.5
"Microspingus lateralis",-49.325204,-25.46027,"OBS318938677","Paraná","South","-25.4580947 -49.3231794",918.61
"Elaenia mesoleuca",-49.289807,-25.470341,"OBS444853620","Paraná","South","Talken Água Verde",918.77
"Cacicus chrysopterus",-49.712899,-25.470515,"OBS422735655","Paraná","South","São Luis do Purunã",1061.95
"Elaenia mesoleuca",-49.712899,-25.470515,"OBS451670806","Paraná","South","São Luis do Purunã",1061.44
"Lepidocolaptes falcinellus",-49.712899,-25.470515,"OBS422735329","Paraná","South","São Luis do Purunã",1061.95
"Microspingus lateralis",-49.712899,-25.470515,"OBS451631050","Paraná","South","São Luis do Purunã",1061.95
"Muscipipra vetula",-49.712899,-25.470515,"OBS422735219","Paraná","South","São Luis do Purunã",1056.56
"Piculus aurulentus",-49.712899,-25.470515,"OBS451670756","Paraná","South","São Luis do Purunã",1061.92
"Stephanophorus diadematus",-49.712899,-25.470515,"OBS422735671","Paraná","South","São Luis do Purunã",1061.44
"Tangara desmaresti",-49.712899,-25.470515,"OBS422853936","Paraná","South","São Luis do Purunã",1059.74
"Elaenia mesoleuca",-48.823264,-25.490738,"OBS347233399","Paraná","South","Morretes - Ornithos e arredores",15.23
"Chamaeza ruficauda",-48.982946,-25.496577,"OBS428455002","Paraná","South","Mananciais da Serra",1115.98
"Elaenia mesoleuca",-48.982946,-25.496577,"OBS428455044","Paraná","South","Mananciais da Serra",1013.61
"Hemitriccus obsoletus",-48.982946,-25.496577,"OBS428454990","Paraná","South","Mananciais da Serra",1098.64
"Lepidocolaptes falcinellus",-48.982946,-25.496577,"OBS428455023","Paraná","South","Mananciais da Serra",1007.34
"Stephanoxis lalandi",-48.982946,-25.496577,"OBS428455015","Paraná","South","Mananciais da Serra",1065.1
"Elaenia mesoleuca",-54.75,-25.5,"OBS275393378","Alto Paraná","South","Centro Forestal Alto Paraná, Dpto. Alto Paraná",251.03
"Stephanoxis lalandi",-54.75,-25.5,"OBS275393385","Alto Paraná","South","Centro Forestal Alto Paraná, Dpto. Alto Paraná",249.98
"Lepidocolaptes falcinellus",-54.112,-25.504197,"OBS522873383","Misiones","South","PP Cametti (AICA MI01)",226.41
"Elaenia mesoleuca",-48.553519,-25.50627,"OBS376675140","Paraná","South","Travel day, stop at Graciosa Road, Boat trip at Paranagua.",9.51
"Elaenia mesoleuca",-49.222599,-25.525225,"OBS347234080","Paraná","South","Parque Náutico do Iguaçu",883.27
"Microspingus lateralis",-49.222599,-25.525225,"OBS440148076","Paraná","South","Parque Náutico do Iguaçu",883.39
"Piculus aurulentus",-49.222599,-25.525225,"OBS347234047","Paraná","South","Parque Náutico do Iguaçu",883.87
"Stephanoxis lalandi",-49.222599,-25.525225,"OBS317607417","Paraná","South","Parque Náutico do Iguaçu",883.42
"Synallaxis cinerascens",-49.222599,-25.525225,"OBS317607434","Paraná","South","Parque Náutico do Iguaçu",883.67
"Saltator maxillosus",-49.19697,-25.530143,"OBS356668409","Paraná","South","Sao Jose dos Pinhais",887.55
"Drymophila rubricollis",-54.140131,-25.538298,"OBS528646055","Misiones","South","Surucuá Reserva & Ecolodge",228.18
"Lepidocolaptes falcinellus",-54.140131,-25.538298,"OBS420122439","Misiones","South","Surucuá Reserva & Ecolodge",227.78
"Mackenziaena leachii",-54.140131,-25.538298,"OBS317707977","Misiones","South","Surucuá Reserva & Ecolodge",231.29
"Phylloscartes ventralis",-54.140131,-25.538298,"OBS420111369","Misiones","South","Surucuá Reserva & Ecolodge",229.49
"Synallaxis cinerascens",-54.140131,-25.538298,"OBS351215531","Misiones","South","Surucuá Reserva & Ecolodge",225.27
"Saltator maxillosus",-48.895833,-25.545278,"OBS427409571","Paraná","South","SPVS - Reserva da Mina",294.13
"Lepidocolaptes falcinellus",-49.894516,-25.545539,"OBS445648515","Paraná","South","Porto Amazonas",827.41
"Stephanophorus diadematus",-49.894516,-25.545539,"OBS445648556","Paraná","South","Porto Amazonas",818.49
"Elaenia mesoleuca",-49.043561,-25.55176,"OBS445188265","Paraná","South","estrada da roseira",930.87
"Lepidocolaptes falcinellus",-49.043561,-25.55176,"OBS445188255","Paraná","South","estrada da roseira",928.97
"Microspingus lateralis",-49.043561,-25.55176,"OBS445188203","Paraná","South","estrada da roseira",928.97
"Saltator maxillosus",-49.043561,-25.55176,"OBS445188231","Paraná","South","estrada da roseira",931.73
"Stephanophorus diadematus",-49.043561,-25.55176,"OBS445188227","Paraná","South","estrada da roseira",930.87
"Synallaxis cinerascens",-49.043561,-25.55176,"OBS445188236","Paraná","South","estrada da roseira",931.13
"Stephanoxis lalandi",-49.232204,-25.56056,"OBS458944148","Paraná","South","Curitiba Zoo",882.68
"Lepidocolaptes falcinellus",-54.295571,-25.565051,"OBS260142659","Misiones","South","Parque Nacional Iguazú, Destacamento Apepú, Senda al Timbó Gigante, Transecta Palmital",220.79
"Microspingus lateralis",-49.058475,-25.566219,"OBS348458362","Paraná","South","Várzea na Estrada do Curralinho",928.97
"Mackenziaena leachii",-49.057667,-25.569814,"OBS306629963","Paraná","South","Várzea em São José dos Pinhais",924.44
"Microspingus lateralis",-49.057667,-25.569814,"OBS306629974","Paraná","South","Várzea em São José dos Pinhais",926.35
"Lepidocolaptes falcinellus",-49.057141,-25.571104,"OBS538402616","Paraná","South","São José dos Pinhais -- Borda do Campo",926.35
"Lepidocolaptes falcinellus",-54.591063,-25.572186,"OBS219704244","Paraná","South","Iguassu Falls (Brazil side)",166.85
"Drymophila rubricollis",-54.581305,-25.584063,"OBS55048707","Paraná","South","Foz do Iguazu and Parque Provincial Urugua-i, Argentina",162.44
"Stephanoxis lalandi",-54.597581,-25.585459,111033,"Alto Parana","South","Puerto Gibaja",166.32
"Cacicus chrysopterus",-49.295228,-25.586642,"OBS438065630","Paraná","South","São José dos Pinhais",895.93
"Heliobletus contaminatus",-49.295228,-25.586642,"OBS438002138","Paraná","South","São José dos Pinhais",902.95
"Hemitriccus obsoletus",-49.295228,-25.586642,"OBS438001696","Paraná","South","São José dos Pinhais",894.87
"Lepidocolaptes falcinellus",-49.295228,-25.586642,"OBS438065567","Paraná","South","São José dos Pinhais",895.93
"Microspingus lateralis",-49.295228,-25.586642,"OBS437936744","Paraná","South","São José dos Pinhais",895.93
"Phylloscartes ventralis",-49.295228,-25.586642,"OBS438002162","Paraná","South","São José dos Pinhais",906.29
"Saltator maxillosus",-49.295228,-25.586642,"OBS437936765","Paraná","South","São José dos Pinhais",906.75
"Stephanophorus diadematus",-49.295228,-25.586642,"OBS438002123","Paraná","South","São José dos Pinhais",906.29
"Synallaxis cinerascens",-49.295228,-25.586642,"OBS437936730","Paraná","South","São José dos Pinhais",896.73
"Syndactyla rufosuperciliata",-49.295228,-25.586642,"OBS438002082","Paraná","South","São José dos Pinhais",906.29
"Drymophila rubricollis",-48.919373,-25.588124,"OBS445761282","Paraná","South","Morretes--Alto BR 277",792.76
"Heliobletus contaminatus",-48.919373,-25.588124,"OBS445761267","Paraná","South","Morretes--Alto BR 277",769.67
"Microspingus lateralis",-48.919373,-25.588124,"OBS445761271","Paraná","South","Morretes--Alto BR 277",834.85
"Saltator maxillosus",-48.919373,-25.588124,"OBS445761239","Paraná","South","Morretes--Alto BR 277",758.89
"Stephanophorus diadematus",-48.919373,-25.588124,"OBS445761253","Paraná","South","Morretes--Alto BR 277",833.83
"Stephanoxis lalandi",-48.919373,-25.588124,"OBS445761252","Paraná","South","Morretes--Alto BR 277",792.76
"Synallaxis cinerascens",-48.919373,-25.588124,"OBS445761254","Paraná","South","Morretes--Alto BR 277",835.46
"Drymophila rubricollis",-54.071617,-25.588898,"OBS227126558","Misiones","South","Yacutinga Lodge",231.62
"Lepidocolaptes falcinellus",-54.071617,-25.588898,"OBS465297986","Misiones","South","Yacutinga Lodge",230.15
"Stephanoxis lalandi",-54.071617,-25.588898,"OBS227180706","Misiones","South","Yacutinga Lodge",231.7
"Hemitriccus obsoletus",-48.92172,-25.5914,"OBS336662943","Paraná","South","State of Paraná, BR-277",792.76
"Lepidocolaptes falcinellus",-49.057151,-25.592745,"OBS378410864","Paraná","South","Borda do Campo do São Sebastião",937.53
"Mackenziaena leachii",-49.057151,-25.592745,"OBS397708199","Paraná","South","Borda do Campo do São Sebastião",924.74
"Saltator maxillosus",-49.057151,-25.592745,"OBS378410852","Paraná","South","Borda do Campo do São Sebastião",929.38
"Syndactyla rufosuperciliata",-49.057151,-25.592745,"OBS378408502","Paraná","South","Borda do Campo do São Sebastião",929.97
"Elaenia mesoleuca",-54.591386,-25.595361,"OBS436107418","Misiones","South","Hito Tres Fronteras",174.5
"Stephanoxis lalandi",-54.555917,-25.599503,"OBS95153063","Misiones","South","Puerto Iguazu, Argentina",183.67
"Drymophila rubricollis",-54.56865,-25.6004,"OBS277069068","Misiones","South","Jardín de Picaflores",171.87
"Stephanoxis lalandi",-54.56865,-25.6004,"OBS281866367","Misiones","South","Jardín de Picaflores",171.42
"Drymophila rubricollis",-54.548761,-25.606856,"OBS350575020","Misiones","South","600 hectáreas",196.12
"Lepidocolaptes falcinellus",-54.548761,-25.606856,"OBS310688266","Misiones","South","600 hectáreas",192.75
"Stephanoxis lalandi",-54.548761,-25.606856,"OBS327740210","Misiones","South","600 hectáreas",183.67
"Drymophila rubricollis",-54.541846,-25.620892,"OBS400279283","Misiones","South","Camino al Santuario",196.12
"Elaenia mesoleuca",-49.172485,-25.623057,"OBS449399595","Paraná","South","Hogase - Escritório",896.77
"Lepidocolaptes falcinellus",-49.172485,-25.623057,"OBS446131732","Paraná","South","Hogase - Escritório",895.43
"Stephanophorus diadematus",-49.172485,-25.623057,"OBS441173205","Paraná","South","Hogase - Escritório",896.77
"Stephanoxis lalandi",-54.549957,-25.624475,"OBS226397548","Misiones","South","Puerto Iguazú--Hotel Orquídeas Palace",195.09
"Cacicus chrysopterus",-49.142459,-25.624572,"OBS374752413","Paraná","South","São Marcos, São José dos Pinhais",901.42
"Elaenia mesoleuca",-49.142459,-25.624572,"OBS450813097","Paraná","South","São Marcos, São José dos Pinhais",902.15
"Heliobletus contaminatus",-49.142459,-25.624572,"OBS450813099","Paraná","South","São Marcos, São José dos Pinhais",903.17
"Lepidocolaptes falcinellus",-49.142459,-25.624572,"OBS374752455","Paraná","South","São Marcos, São José dos Pinhais",901.42
"Microspingus lateralis",-49.142459,-25.624572,"OBS373739731","Paraná","South","São Marcos, São José dos Pinhais",901.42
"Phylloscartes ventralis",-49.142459,-25.624572,"OBS373721841","Paraná","South","São Marcos, São José dos Pinhais",902.15
"Piculus aurulentus",-49.142459,-25.624572,"OBS374752442","Paraná","South","São Marcos, São José dos Pinhais",903.17
"Stephanophorus diadematus",-49.142459,-25.624572,"OBS374752457","Paraná","South","São Marcos, São José dos Pinhais",902.15
"Stephanoxis lalandi",-49.142459,-25.624572,"OBS403974438","Paraná","South","São Marcos - São José dos Pinhais",904.74
"Synallaxis cinerascens",-49.142459,-25.624572,"OBS373772697","Paraná","South","São Marcos, São José dos Pinhais",901.44
"Syndactyla rufosuperciliata",-49.142459,-25.624572,"OBS373739719","Paraná","South","São Marcos, São José dos Pinhais",902.15
"Mackenziaena leachii",-54.130556,-25.625556,"OBS327266124","Misiones","South","Prospección de Carlos Ferreyra",247.71
"Stephanoxis lalandi",-54.130556,-25.625556,"OBS327266109","Misiones","South","Prospección de Carlos Ferreyra",245.02
"Mackenziaena leachii",-54.54791,-25.625636,"OBS273347185","Misiones","South","Boundary Track",201.63
"Elaenia mesoleuca",-49.17165,-25.627877,"OBS444353691","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",896.77
"Lepidocolaptes falcinellus",-49.17165,-25.627877,"OBS444353690","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",895.43
"Microspingus lateralis",-49.17165,-25.627877,"OBS444353746","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",895.43
"Piculus aurulentus",-49.17165,-25.627877,"OBS351781069","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",894.09
"Saltator maxillosus",-49.17165,-25.627877,"OBS504315409","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",895.57
"Stephanophorus diadematus",-49.17165,-25.627877,"OBS445188783","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",896.77
"Synallaxis cinerascens",-49.17165,-25.627877,"OBS547441495","Paraná","South","Rio Miringuava, Campo Largo da Roseira, São José dos Pinhais, PR, BR",895.49
"Stephanoxis lalandi",-54.460404,-25.630175,"OBS271303165","Paraná","South","PN do Iguaçu--Trilha do Poço Preto",198.17
"Heliobletus contaminatus",-55.483333,-25.633333,"OBS275366346","Caazapá","South","Ypeti, Caazapá (Alto Paraná)",264.71
"Stephanoxis lalandi",-55.483333,-25.633333,"OBS275395355","Caazapá","South","Ypeti, Caazapá (Alto Paraná)",254.1
"Synallaxis cinerascens",-55.483333,-25.633333,"OBS375022324","Caazapá","South","Ypeti, Caazapá (Alto Paraná)",253.63
"Syndactyla rufosuperciliata",-55.483333,-25.633333,"OBS431521890","Caazapá","South","Ypeti, Caazapá (Alto Paraná)",255.37
"Cacicus chrysopterus",-54.438286,-25.642455,"OBS535686599","Paraná","South","PN do Iguaçu",199
"Elaenia mesoleuca",-54.438286,-25.642455,"OBS264483388","Paraná","South","PN do Iguaçu",206.23
"Heliobletus contaminatus",-54.438286,-25.642455,"OBS535686544","Paraná","South","PN do Iguaçu",210.6
"Phylloscartes ventralis",-54.438286,-25.642455,"OBS535686611","Paraná","South","PN do Iguaçu",206.23
"Syndactyla rufosuperciliata",-54.438286,-25.642455,"OBS535686488","Paraná","South","PN do Iguaçu",206.23
"Elaenia mesoleuca",-49.04578,-25.648258,"OBS447777499","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",919.35
"Heliobletus contaminatus",-49.04578,-25.648258,"OBS447777460","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",929.4
"Lepidocolaptes falcinellus",-49.04578,-25.648258,"OBS447268036","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",913.93
"Microspingus lateralis",-49.04578,-25.648258,"OBS447267996","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",913.93
"Saltator maxillosus",-49.04578,-25.648258,"OBS447777478","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",932.2
"Stephanophorus diadematus",-49.04578,-25.648258,"OBS447777481","Paraná","South","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",919.35
"Stephanoxis lalandi",-54.599,-25.649,"OBS275404137","Alto Paraná","South","Monumento Científico Moisés Bertoni, Dpto. Alto Paraná",175.77
"Drymophila rubricollis",-54.588884,-25.658022,"OBS364261013","Alto Paraná","South","PY-Departamento del Alto Paraná - -25,6580x-54,5889 - 7 ene 2016 12:14",173.86
"Phylloscartes ventralis",-54.584165,-25.660377,"OBS426211631","Alto Paraná","South","Monumento Científico Moises Bertoni",184.33
"Drymophila rubricollis",-54.042912,-25.672151,"OBS505051535","Misiones","South","Comandante Andresito",276.13
"Lepidocolaptes falcinellus",-54.042912,-25.672151,"OBS430164193","Misiones","South","Comandante Andresito",273.98
"Mackenziaena leachii",-54.042912,-25.672151,"OBS505047937","Misiones","South","Comandante Andresito",277.81
"Stephanoxis lalandi",-54.042912,-25.672151,"OBS505051595","Misiones","South","Comandante Andresito",274.94
"Synallaxis cinerascens",-54.042912,-25.672151,"OBS505051558","Misiones","South","Comandante Andresito",275.04
"Lepidocolaptes falcinellus",-54.257784,-25.673557,"OBS290800503","Misiones","South","Arroyo Tacuara",253.44
"Drymophila rubricollis",-54.419703,-25.676225,"OBS341195116","Misiones","South","Parque Nacional Iguazu",202.41
"Lepidocolaptes falcinellus",-54.419703,-25.676225,"OBS341195192","Misiones","South","Parque Nacional Iguazu",196.79
"Stephanoxis lalandi",-54.4451,-25.6798,"OBS340782746","Paraná","South","Iguazu",187.07
"Drymophila rubricollis",-54.45,-25.68,"NA","NA","South","Argentina:Misiones",196.48
"Stephanoxis lalandi",-54.45,-25.68,"NA","NA","South","Argentina:Misiones",196.48
"Heliobletus contaminatus",-54.438415,-25.680828,"OBS158211681","Paraná","South","PN do Iguaçú--Cataratas",186.1
"Lepidocolaptes falcinellus",-54.438415,-25.680828,"OBS247492647","Paraná","South","PN do Iguaçú--Cataratas",191.04
"Lepidocolaptes falcinellus",-54.53064,-25.681137,"OBS52987081","Misiones","South","Iguazu Falls",232.09
"Cacicus chrysopterus",-54.455452,-25.683303,"OBS380899877","Misiones","South","PN Iguazú Área Cataratas",214.38
"Drymophila rubricollis",-54.455452,-25.683303,"OBS317410343","Misiones","South","PN Iguazú Área Cataratas",210.01
"Heliobletus contaminatus",-54.455452,-25.683303,"OBS333243517","Misiones","South","PN Iguazú (AICA MI01)--Cataratas",199.46
"Lepidocolaptes falcinellus",-54.455452,-25.683303,"OBS332346690","Misiones","South","PN Iguazú Área Cataratas",214.38
"Mackenziaena leachii",-54.455452,-25.683303,"OBS338712868","Misiones","South","PN Iguazú Área Cataratas",199.46
"Saltator maxillosus",-54.455452,-25.683303,"OBS401672509","Misiones","South","PN Iguazú Área Cataratas",208.61
"Stephanoxis lalandi",-54.455452,-25.683303,"OBS428559495","Misiones","South","PN Iguazú Área Cataratas",220.39
"Synallaxis cinerascens",-54.455452,-25.683303,"OBS428559512","Misiones","South","PN Iguazú Área Cataratas",221.65
"Syndactyla rufosuperciliata",-54.455452,-25.683303,"OBS428559503","Misiones","South","PN Iguazú Área Cataratas",209.86
"Lepidocolaptes falcinellus",-54.445936,-25.68414,"OBS177848494","Misiones","South","iguazu falls, argentina",191.04
"Drymophila rubricollis",-54.325504,-25.693436,"OBS423427633","Misiones","South","PN Iguazú--Ruta 101",250.7
"Mackenziaena leachii",-54.325504,-25.693436,"OBS373634226","Misiones","South","PN Iguazú--Ruta 101",250.89
"Phylloscartes ventralis",-54.325504,-25.693436,"OBS423427619","Misiones","South","PN Iguazú--Ruta 101",246.64
"Synallaxis cinerascens",-54.325504,-25.693436,"OBS373634207","Misiones","South","PN Iguazú--Ruta 101",245.92
"Syndactyla rufosuperciliata",-54.325504,-25.693436,"OBS423427618","Misiones","South","PN Iguazú--Ruta 101",246.64
"Synallaxis cinerascens",-49.96375,-25.694628,"OBS432495085","Paraná","South","Localidade Desconhecida - -25,695x-49,964 - 07/08/2016 21:25",881.74
"Microspingus lateralis",-51.645055,-25.698512,"OBS317794694","Paraná","South","Pinhão",1056.47
"Stephanoxis lalandi",-54.442298,-25.699256,"OBS112681748","Misiones","South","Iguacu Falls, Argentina (Devil's throat area)",193.98
"Lepidocolaptes falcinellus",-54.44571,-25.700474,"OBS245705406","Misiones","South","PN Iguazú",204.81
"Drymophila rubricollis",-54.443865,-25.701982,"OBS368178464","Misiones","South","PN Iguazú",190.56
"Cacicus chrysopterus",-49.182511,-25.709285,"OBS404009895","Paraná","South","Stud Don Juan",922.02
"Heliobletus contaminatus",-49.182511,-25.709285,"OBS403517154","Paraná","South","Stud Don Juan",940.33
"Lepidocolaptes falcinellus",-49.182511,-25.709285,"OBS403517140","Paraná","South","Stud Don Juan",922.02
"Microspingus lateralis",-49.182511,-25.709285,"OBS372321015","Paraná","South","Stud Don Juan",922.02
"Phylloscartes ventralis",-49.182511,-25.709285,"OBS372321000","Paraná","South","Stud Don Juan",935.94
"Saltator maxillosus",-49.182511,-25.709285,"OBS372321013","Paraná","South","Stud Don Juan",936.04
"Stephanophorus diadematus",-49.182511,-25.709285,"OBS372320973","Paraná","South","Stud Don Juan",935.94
"Stephanoxis lalandi",-49.182511,-25.709285,"OBS404009947","Paraná","South","Stud Don Juan",938.36
"Syndactyla rufosuperciliata",-49.182511,-25.709285,"OBS404009886","Paraná","South","Stud Don Juan",935.94
"Mackenziaena leachii",-54.4619,-25.71363,"OBS318036665","Misiones","South","Iguazú, Ruta Nacional 101",235.58
"Stephanoxis lalandi",-54.4619,-25.71363,"OBS318006274","Misiones","South","Iguazú, Ruta Nacional 101",239.5
"Phylloscartes ventralis",-54.441333,-25.714481,"OBS420106213","Misiones","South","PN Iguazú--Sendero Ñandú",221.29
"Stephanoxis lalandi",-54.441333,-25.714481,"OBS98126843","Misiones","South","PN Iguazú--Sendero Ñandú",214.82
