"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Phylloscartes ventralis",-47.986243,-24.049624,"São Paulo","RPPN Trapangá",2018,10,"OBS664328981","spri",777.72
"Phylloscartes ventralis",-47.9947,-24.0557,"NA","São Miguel Arcanjo, São Paulo",2017,10,"422946@XC","spri",745.26
"Phylloscartes ventralis",-47.576907,-24.058335,"São Paulo","Rodovia Tenente Celestino Américo, São Paulo, BR (-24,058, -47,577)",2017,11,"OBS547133079","spri",593.23
"Phylloscartes ventralis",-47.988771,-24.058992,"São Paulo","P. E. Carlos Botelho -- trilha braço do taquaral",2016,12,"OBS450779139","sum",745.26
"Phylloscartes ventralis",-48.47008,-24.224204,"São Paulo","Horical",2017,6,"OBS513973160","wint",900.68
"Phylloscartes ventralis",-49.530283,-24.238357,"Paraná","Trilha das 7 Cachoeiras, Sengés - Paraná",2018,2,"OBS583945493","sum",969.62
"Phylloscartes ventralis",-48.38344,-24.24422,"São Paulo","Ribeirão Grande--Paraíso Eco Lodge",2018,11,"OBS677778938","spri",861.42
"Phylloscartes ventralis",-48.415959,-24.256895,"São Paulo","Parque Intervales Ribeirão Grande SP",2018,5,"OBS620584479","fall",898.73
"Phylloscartes ventralis",-48.416231,-24.267058,"São Paulo","Intervales - Ribeirão Grande - SP",2017,11,"OBS549948809","spri",873.05
"Phylloscartes ventralis",-48.409445,-24.267602,"São Paulo","NA",2018,10,"17948554","spri",873.05
"Phylloscartes ventralis",-48.409459,-24.267839,"São Paulo","PE Intervales--Park Guesthouse & vicinity",2018,8,"OBS646588534","wint",873.05
"Phylloscartes ventralis",-48.40559,-24.267936,"São Paulo","Parque Estadual Intervales",2016,1,"OBS370604741","sum",862.27
"Phylloscartes ventralis",-48.412757,-24.26821,"São Paulo","PE Intervales",2018,1,"OBS573476303","sum",873.05
"Phylloscartes ventralis",-48.41,-24.2701,"São Paulo","Parque Estadual Intervales",2016,7,"OBS417761776","wint",873.05
"Phylloscartes ventralis",-48.417786,-24.276238,"São Paulo","PE Intervales—Estrada Carmo",2018,12,"OBS690671919","sum",873.05
"Phylloscartes ventralis",-48.273625,-24.308774,"São Paulo","Parque Estadual Intervales",2018,5,"OBS614839495","fall",616.53
"Phylloscartes ventralis",-48.27303,-24.308838,"São Paulo","Brazil Day 3, Intervales",2016,3,"OBS577340152","fall",616.53
"Phylloscartes ventralis",-48.617547,-24.319014,"São Paulo","Fazenda Urano Gleba V",2017,3,"OBS476493684","fall",919.88
"Phylloscartes ventralis",-48.640369,-24.397878,"São Paulo","Núcleo Caboclos -- PETAR",2017,3,"OBS479459336","fall",918.88
"Phylloscartes ventralis",-48.584843,-24.434722,"São Paulo","18330-000, Iporanga BR-SP (-24,4347,-48,5848)",2018,9,"OBS667302367","spri",803.93
"Phylloscartes ventralis",-54.633333,-24.466667,"Canindeyú","Estancia Itabó, Canindeyú (Alto Paraná)",2015,5,"OBS467885627","fall",381.47
"Phylloscartes ventralis",-52.147551,-24.70442,"Paraná","Mato Rico",2016,5,"OBS403887580","fall",781.4
"Phylloscartes ventralis",-48.2603,-24.8789,"São Paulo","Parque Estadual do Rio Turvo - Mirante do Aleixo",2017,5,"OBS499913997","fall",773.86
"Phylloscartes ventralis",-48.8251,-25.1215,"south","Quatro Barras- Morro do Capivari- PR",,,"LGEMA18560",,
"Phylloscartes ventralis",-48.8251,-25.1215,"south","Quatro Barras- Morro do Capivari- PR",,,"LGEMA18552",,
"Phylloscartes ventralis",-48.857379,-25.221901,"Paraná","Trilha para o pico do morro Itapiroca",2017,6,"OBS511551548","wint",1183.13
"Phylloscartes ventralis",-48.944991,-25.302797,"Paraná","100 Rodovia Régis Bittencourt, Paraná, BR (-25,303, -48,945)",2018,10,"OBS667226214","spri",864.23
"Phylloscartes ventralis",-48.941879,-25.309036,"Paraná","Rodovia da Graciosa, Paraná, BR (-25,309, -48,942)",2018,5,"OBS613206406","fall",864.23
"Phylloscartes ventralis",-48.926849,-25.328625,"NA","Corvo-Straße zwischen Quattro Barras und Straße PR-410",2015,3,"NA","fall",924.94
"Phylloscartes ventralis",-48.906659,-25.333151,"Paraná","Graciosa Road",2015,6,"OBS331257070","wint",830.22
"Phylloscartes ventralis",-48.907727,-25.333925,"Paraná","83420, Quatro Barras BR-PR (-25.3339,-48.9077)",2018,3,"OBS593611610","fall",830.22
"Phylloscartes ventralis",-48.913552,-25.337227,"Paraná","Estrada do Corvo",2018,5,"OBS612258838","fall",1061.48
"Phylloscartes ventralis",-48.89448,-25.338612,"Paraná","BR-PR-Morretes-Estrada da Graciosa - -25,3386x-48,8945",2017,2,"OBS470420932","sum",883.77
"Phylloscartes ventralis",-48.91824,-25.339606,"Paraná","Estrada do Corvo -Quatro Barras",2018,8,"OBS651144259","wint",1061.48
"Phylloscartes ventralis",-49.828196,-25.344744,"Paraná","Santa Rita, Paraná, BR (-25,345, -49,828)",2018,8,"OBS651484255","wint",1015.16
"Phylloscartes ventralis",-49.466586,-25.355118,"Paraná","Campo Magro, Paraná, BR",2018,6,"OBS636202236","wint",955.35
"Phylloscartes ventralis",-49.265667,-25.356761,"Paraná","(-25,357, -49,266)",2017,12,"OBS555839181","sum",961.9
"Phylloscartes ventralis",-54.58,-25.36,"Alto Paraná","Refugio Biológico Tati Yupi, Dpto. Alto Paraná",2018,5,"OBS612906734","fall",225.4
"Phylloscartes ventralis",-49.260918,-25.362048,"Paraná","Parque da Barreirinha",2018,7,"OBS641297406","wint",956.53
"Phylloscartes ventralis",-49.284335,-25.378326,"Paraná","Curitiba--Parque Tanguá",2018,8,"OBS652960089","wint",950.25
"Phylloscartes ventralis",-49.205596,-25.381705,"Paraná","Parque Atuba",2016,10,"OBS438727125","spri",913.81
"Phylloscartes ventralis",-49.35573,-25.399431,"Paraná","Curitiba--Parque Italiano",2015,5,"OBS317852130","fall",958.21
"Phylloscartes ventralis",-49.02561,-25.409018,"Paraná","Portal Do Itupava",2017,12,"OBS556291604","sum",973.07
"Phylloscartes ventralis",-49.820782,-25.423031,"Paraná","Colônia Witmarsum, Palmeira, Paraná, BR (-25,423, -49,821)",2018,7,"OBS638382023","wint",979.17
"Phylloscartes ventralis",-49.64758,-25.432247,"Paraná","Estrada da Faxina, Campo Largo, PR, BR",2017,12,"OBS558847115","sum",872.14
"Phylloscartes ventralis",-49.3011,-25.4334,"NA","Curitiba, PR",2017,11,"409862@XC","spri",929.16
"Phylloscartes ventralis",-49.321013,-25.447706,"Paraná","Bairro Mossunguê",2016,1,"OBS365417955","sum",925.39
"Phylloscartes ventralis",-49.448562,-25.45924,"Paraná","rio Timbutuva, bairro Ferraria, Campo Largo/PR",2016,3,"OBS384692436","fall",924.51
"Phylloscartes ventralis",-49.80551,-25.460286,"Paraná","RPPN Papagaios Velhos, Palmeira, Paraná, BR (-25,423, -49,821)",2018,7,"OBS638117782","wint",996.32
"Phylloscartes ventralis",-49.655239,-25.468299,"Paraná","440 Rodovia do Café, Paraná, BR (-25,468, -49,655)",2018,3,"OBS600376973","fall",1080.99
"Phylloscartes ventralis",-49.712899,-25.470515,"Paraná","São Luis do Purunã",2018,8,"OBS648040412","wint",1067.26
"Phylloscartes ventralis",-50.650941,-25.470922,"Paraná","Irati--área geral",2018,11,"OBS678021811","spri",882.23
"Phylloscartes ventralis",-49.66051,-25.473419,"Paraná","Balsa Nova--Estrada do Tamanduá",2018,11,"OBS675232618","spri",1064.88
"Phylloscartes ventralis",-49.379522,-25.474196,"Paraná","Curitiba--Parque do Passaúna",2017,8,"OBS524825430","wint",922.05
"Phylloscartes ventralis",-49.036682,-25.507897,"Paraná","Represa Piraquara 2",2018,1,"OBS572528566","sum",908.02
"Phylloscartes ventralis",-49.196567,-25.518114,"Paraná","Casa",2018,8,"OBS650361545","wint",893.8
"Phylloscartes ventralis",-54.140131,-25.538298,"Misiones","Surucuá Reserva & Ecolodge",2018,4,"OBS606932624","fall",228.09
"Phylloscartes ventralis",-49.894516,-25.545539,"Paraná","Porto Amazonas",2018,9,"OBS655858083","spri",828.27
"Phylloscartes ventralis",-49.883439,-25.549421,"Paraná","Porto Amazonas",2018,9,"OBS661428644","spri",828.27
"Phylloscartes ventralis",-49.058475,-25.566219,"Paraná","Várzea na Estrada do Curralinho",2018,3,"OBS589138845","fall",927.54
"Phylloscartes ventralis",-49.028351,-25.574158,"Paraná","São José dos Pinhais -- Estrada Pedágio",2017,8,"OBS523268053","wint",936.39
"Phylloscartes ventralis",-48.955722,-25.585569,"Paraná","Chácara Dona Keiko",2017,2,"OBS464925508","sum",901.25
"Phylloscartes ventralis",-49.295228,-25.586642,"Paraná","São José dos Pinhais",2016,10,"OBS437998754","spri",909.02
"Phylloscartes ventralis",-48.919373,-25.588124,"Paraná","Morretes--Alto BR 277",2016,11,"OBS445761249","spri",844.73
"Phylloscartes ventralis",-54.071617,-25.588898,"Misiones","Yacutinga Lodge",2017,8,"OBS542696533","wint",232.25
"Phylloscartes ventralis",-49.057151,-25.592745,"Paraná","Borda do Campo do São Sebastião",2017,6,"OBS510285550","wint",942.53
"Phylloscartes ventralis",-48.947177,-25.599224,"Paraná","-25,599x-48,947 - 23 de abr de 2017 11:26",2017,4,"OBS489222555","fall",878.21
"Phylloscartes ventralis",-54.548761,-25.606856,"Misiones","600 hectáreas",2017,7,"OBS516460238","wint",184.24
"Phylloscartes ventralis",-54.591828,-25.618712,"Misiones","Reserva Karadya Misiónes, AR (-25.619, -54.592)",2018,9,"OBS660505773","spri",179.94
"Phylloscartes ventralis",-49.142459,-25.624572,"Paraná","São Marcos, São José dos Pinhais",2018,7,"OBS643805829","wint",901.83
"Phylloscartes ventralis",-54.460404,-25.630175,"Paraná","PN do Iguaçu--Trilha do Poço Preto",2017,7,"OBS517509516","wint",204.52
"Phylloscartes ventralis",-55.483333,-25.633333,"Caazapá","Ypeti, Caazapá (Alto Paraná)",2017,5,"OBS497861075","fall",256.79
"Phylloscartes ventralis",-54.438286,-25.642455,"Paraná","PN do Iguaçu",2016,9,"OBS643089079","spri",204.89
"Phylloscartes ventralis",-49.04578,-25.648258,"Paraná","Rua Padre Stanislaw Turbankski, São José dos Pinhais, PR, BR",2016,12,"OBS447268004","sum",917.96
"Phylloscartes ventralis",-54.584165,-25.660377,"Alto Paraná","Monumento Científico Moises Bertoni",2016,8,"OBS426211631","wint",183.32
"Phylloscartes ventralis",-49.15334,-25.663442,"Paraná","168 Rua Antônio Greboge, São José dos Pinhais, Paraná, BR (-25,663, -49,153)",2018,9,"OBS654884307","spri",902.99
"Phylloscartes ventralis",-54.042912,-25.672151,"Misiones","Comandante Andresito",2015,3,"OBS505051218","fall",278.23
"Phylloscartes ventralis",-54.27272,-25.673607,"Misiones","Ruta Nacional 101, Misiónes, AR (-25,674, -54,273)",2017,9,"OBS530282085","spri",257.79
"Phylloscartes ventralis",-54.455452,-25.683303,"Misiones","PN Iguazú Área Cataratas",2017,8,"OBS526389275","wint",191.3
"Phylloscartes ventralis",-54.438559,-25.684155,"Paraná","PN do Iguaçú--Hotel das Cataratas",2018,10,"OBS665935973","spri",191.3
"Phylloscartes ventralis",-54.325504,-25.693436,"Misiones","PN Iguazú--Ruta 101",2017,8,"OBS527146431","wint",246.57
"Phylloscartes ventralis",-49.182511,-25.709285,"Paraná","Stud Don Juan",2018,9,"OBS653520513","spri",939.29
"Phylloscartes ventralis",-49.185858,-25.709349,"Paraná","Rua Joana Jarecki Machado, Paraná, BR (-25,709, -49,186)",2017,10,"OBS545351544","spri",939.29
"Phylloscartes ventralis",-54.441333,-25.714481,"Misiones","PN Iguazú--Sendero Ñandú",2016,7,"OBS420106213","wint",229.37
"Phylloscartes ventralis",-54.441077,-25.714967,"Misiones","Ruta Nacional 101, Misiónes, AR (-25.715, -54.441)",2017,8,"OBS526673972","wint",229.37
"Phylloscartes ventralis",-49.103512,-25.733764,"Paraná","Guaricana",2018,4,"OBS600141010","fall",1018.79
"Phylloscartes ventralis",-54.474678,-25.735967,"Misiones","Aeropuerto Int. Puerto Iguazú",2018,10,"OBS669003932","spri",258.21
"Phylloscartes ventralis",-54.014365,-25.809511,"Misiones","PP Urugua-í (AICA MI02)--Seccional 101",2016,9,"OBS431101308","spri",381.98
"Phylloscartes ventralis",-53.9645,-25.841833,"Misiones","Corredor Urugua-í Foerster (AICA MI04)",2016,8,"OBS556016415","wint",377.84
"Phylloscartes ventralis",-54.173949,-25.855864,"Misiones","Uruzu",2016,3,"OBS423426593","fall",303.45
"Phylloscartes ventralis",-53.975986,-25.857299,"Misiones","San Sebastián de la Selva (AICA MI04)",2017,8,"OBS529048778","wint",394.88
"Phylloscartes ventralis",-54.168783,-25.857317,"Misiones","PP Urugua-í Seccional Uruzú",2018,1,"OBS568201183","sum",310.51
"Phylloscartes ventralis",-54.168803,-25.857685,"Misiones","Ruta Provincial 19, Misiónes, AR (-25,858, -54,169)",2018,10,"OBS664047262","spri",310.51
"Phylloscartes ventralis",-54.168575,-25.857845,"Misiones","AR--Misiones--PP Urugua-í--Uruzu",2016,2,"OBS373633861","sum",310.51
"Phylloscartes ventralis",-53.960501,-25.85924,"Misiones","Reserva Karadya Sendero Kibi-Kobo",2017,8,"OBS526310002","wint",394.32
"Phylloscartes ventralis",-53.959458,-25.859822,"Misiones","Bio Reserva Karadya (AICA MI04)",2018,1,"OBS568353242","sum",394.32
"Phylloscartes ventralis",-48.970326,-25.862803,"Paraná","Acesso ao Morro dos Perdidos",2016,12,"OBS452286637","sum",802.78
"Phylloscartes ventralis",-53.972547,-25.870007,"Misiones","RN Mainumby",2016,5,"OBS400314126","fall",429.37
"Phylloscartes ventralis",-51.598353,-25.904399,"Paraná","Faxinal do Céu",2018,9,"OBS657486856","spri",1135.6
"Phylloscartes ventralis",-49.464097,-25.91621,"Paraná","Pangaré - Quitandinha",2018,11,"OBS676924223","spri",830.34
"Phylloscartes ventralis",-49.463131,-25.918102,"Paraná","Pangaré",2017,7,"OBS516733830","wint",830.34
"Phylloscartes ventralis",-49.261481,-25.955693,"Paraná","Tijucas do Sul - Trilha Serra Lagoinha",2017,3,"OBS477970112","fall",986.32
"Phylloscartes ventralis",-54.102222,-25.974167,"Misiones","Reserva Urugua-í de la FVSA",2015,6,"OBS326614398","wint",298.54
"Phylloscartes ventralis",-51.354175,-26.019072,"Paraná","Cruz Machado",2016,6,"OBS412451676","wint",892.1
"Phylloscartes ventralis",-50.775579,-26.023979,"Paraná","Paulo Frontin",2017,9,"OBS556096007","spri",813.89
"Phylloscartes ventralis",-53.799019,-26.028404,"Misiones","Reserva Natural Estricta San Antonio",2018,10,"OBS664720718","spri",527.25
"Phylloscartes ventralis",-51.414342,-26.031913,"Paraná","Ramal Iracema,  Cruz Machado",2016,8,"OBS421872218","wint",841.03
"Phylloscartes ventralis",-51.394297,-26.033771,"Paraná","Cruz Machado",2016,7,"OBS418184726","wint",837.73
"Phylloscartes ventralis",-51.321924,-26.047549,"Paraná","proximidades do Monumento Irmã Ambrósia,  Cruz Machado",2016,6,"OBS413752641","wint",884.4
"Phylloscartes ventralis",-50.888941,-26.055843,"Paraná","Serra da Esperança Paulo Frontin, Paraná, BR (-26,056, -50,889)",2018,5,"OBS618861222","fall",982.32
"Phylloscartes ventralis",-56.8,-26.08,"Paraguarí","Parque Nacional Ybycui, Dpto. Paraguari",2018,5,"OBS624525624","fall",236.43
"Phylloscartes ventralis",-56.838868,-26.095604,"Paraguarí","Parque Nacional Ybycui",2018,2,"OBS582211028","sum",194.56
"Phylloscartes ventralis",-58.855141,-26.186782,"Formosa","NA",2017,9,"21744483","spri",75.68
"Phylloscartes ventralis",-49.095703,-26.209917,"Santa Catarina","Estrada Rio do Júlio, Santa Catarina, BR (-26,21, -49,096)",2017,11,"OBS548886799","spri",751.24
"Phylloscartes ventralis",-49.097229,-26.21225,"Santa Catarina","Rio do Julio - Joinville/SC - -26.2123x-49.0972 - 01/06/2015 14:14",2015,6,"OBS324582389","wint",751.24
"Phylloscartes ventralis",-50.305263,-26.218954,"Paraná","Floresta Nacional de Três Barras",2016,2,"OBS376762371","sum",782.66
"Phylloscartes ventralis",-49.096832,-26.219352,"Santa Catarina","Joinville, Rio do Júlio",2015,5,"OBS318543825","fall",753.77
"Phylloscartes ventralis",-49.09698,-26.2212,"Santa Catarina","Joinville, Rio do Júlio",2015,5,"OBS317749457","fall",753.77
"Phylloscartes ventralis",-49.059954,-26.221806,"Santa Catarina","Joinville, Castelo dos Bugres",2015,5,"OBS317785833","fall",829.11
"Phylloscartes ventralis",-49.05988,-26.2223,"Santa Catarina","Joinville, Castelo dos Bugres",2015,5,"OBS317752276","fall",829.11
"Phylloscartes ventralis",-49.097407,-26.224716,"Santa Catarina","Estrada do Rio do Julio",2018,8,"OBS650867095","wint",753.77
"Phylloscartes ventralis",-49.097495,-26.232843,"Santa Catarina","Rio do julio - Joinville SC",2015,5,"OBS317981937","fall",753.77
"Phylloscartes ventralis",-55.766667,-26.233333,"Caazapá","Tapyta, Caazapá (Paraguay Central)",2017,7,"OBS519625291","wint",176.4
"Phylloscartes ventralis",-49.166683,-26.271155,"Santa Catarina","Jaraguá do Sul -- Rio Manso",2017,3,"OBS475380067","fall",781.55
"Phylloscartes ventralis",-49.170789,-26.283914,"Santa Catarina","POUSADA RIO MANSO",2018,6,"OBS638024160","wint",738.09
"Phylloscartes ventralis",-49.184155,-26.291058,"Santa Catarina","Jaraguá do Sul -- Rio Manso",2017,7,"OBS530980447","wint",842.6
"Phylloscartes ventralis",-49.196904,-26.297506,"Santa Catarina","Trilha Comfloresta-Rio Manso",2017,3,"OBS477116287","fall",907.6
"Phylloscartes ventralis",-49.535435,-26.297513,"Santa Catarina","Fazenda Evaristo, Rio Negrinho ",2017,1,"OBS458102568","sum",872.93
"Phylloscartes ventralis",-49.207405,-26.29793,"Santa Catarina","São Bento do Sul--COMFLORESTA",2017,3,"OBS477111951","fall",998.39
"Phylloscartes ventralis",-49.182108,-26.301543,"Santa Catarina","BR-SC-Jaraguá do Sul - -26,3015x-49,1821 - 19/03/2017 19:03",2017,3,"OBS476791432","fall",907.6
"Phylloscartes ventralis",-53.285966,-26.304957,"Santa Catarina","Palma Sola - Fazenda Pazini",2018,8,"OBS649276231","wint",872.17
"Phylloscartes ventralis",-53.259637,-26.357958,"Santa Catarina","Palma Sola--Pasta",2018,5,"OBS623852911","fall",868.49
"Phylloscartes ventralis",-54.640778,-26.399659,"Misiones","Eldorado",2016,5,"OBS411144501","fall",219.36
"Phylloscartes ventralis",-52.162056,-26.413857,"Paraná","Sítio São Miguel Arcanjo",2015,4,"OBS312180377","fall",983.94
"Phylloscartes ventralis",-53.8405,-26.425583,"Misiones","PP Piñalito y alrededores (AICA MI14)",2018,7,"OBS644645108","wint",710.47
"Phylloscartes ventralis",-55.8,-26.43,"Itapúa","Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",2017,3,"OBS611782756","fall",144.71
"Phylloscartes ventralis",-51.670697,-26.502723,"Paraná","Palmas--Fazenda Cerro Chato",2017,7,"OBS683377002","wint",1226.39
"Phylloscartes ventralis",-52.571962,-26.505526,"Santa Catarina","São Domingos - Propriedade particular",2018,5,"OBS617280715","fall",724.15
"Phylloscartes ventralis",-51.986318,-26.512746,"Paraná","IFPR--Campus Palmas",2018,7,"OBS641050674","wint",1086.32
"Phylloscartes ventralis",-51.77953,-26.513438,"Paraná","Palmas--Fazenda São Geraldo",2018,7,"OBS639272719","wint",1212.16
"Phylloscartes ventralis",-53.981667,-26.520717,"Misiones","PP Cruce Caballero",2018,6,"OBS668345283","wint",600.34
"Phylloscartes ventralis",-49.376249,-26.551526,"Santa Catarina","Rio dos Cedros -- Cachoeira Formosa",2016,9,"OBS428935151","spri",788.96
"Phylloscartes ventralis",-53.897072,-26.556791,"Misiones","Forestal Belga",2018,8,"OBS653234918","wint",620.62
"Phylloscartes ventralis",-51.895997,-26.56428,"Paraná","Palmas--Estância Guamirim",2018,7,"OBS639729696","wint",1197.6
"Phylloscartes ventralis",-49.364576,-26.571045,"Santa Catarina","(-26,571, -49,365)",2018,7,"OBS648569294","wint",737.14
"Phylloscartes ventralis",-49.333688,-26.591022,"Santa Catarina","Rio dos Cedros -- Recanto Bonito por Natureza",2018,3,"OBS589391945","fall",718.01
"Phylloscartes ventralis",-49.327751,-26.594849,"Santa Catarina","Rio dos Cedros/SC - Rio Bonito - -26.5948x-49.3278 - 29/05/2015 09:14",2015,5,"OBS323818818","fall",723.65
"Phylloscartes ventralis",-54.108138,-26.624442,"Misiones","San Pedro",2017,12,"OBS618079169","sum",570.27
"Phylloscartes ventralis",-54.104444,-26.627778,"Misiones","Parque Provincial de la Araucaria",2016,6,"OBS412645389","wint",570.27
"Phylloscartes ventralis",-54.10235,-26.630361,"Misiones","San Pedro and Araucaria Provincial Park",2016,5,"OBS408532178","fall",552.3
"Phylloscartes ventralis",-54.09974,-26.63175,"Misiones","Parque Provincial Araucaria",2015,7,"OBS333183091","wint",552.3
"Phylloscartes ventralis",-54.102167,-26.632333,"Misiones","PP Araucaria (AICA MI12)",2018,6,"OBS660387085","wint",552.3
"Phylloscartes ventralis",-55.663948,-26.637764,"Itapúa","Estancias Nueva Gambach",2017,8,"OBS536662910","wint",281.98
"Phylloscartes ventralis",-49.5239,-26.652637,"Santa Catarina","Trilha do macaco",2018,1,"OBS565577388","sum",727.05
"Phylloscartes ventralis",-54.2645,-26.689778,"Misiones","Reserva Privada Yaguaroundi (AICA MI13)",2016,9,"OBS671285395","spri",471.15
"Phylloscartes ventralis",-49.6771,-26.7134,"south","Doutor Pedrinho- Reserva Biológica Estadual do Sassafrás – REBIO- SC",,,"FURB13382",,
"Phylloscartes ventralis",-54.797932,-26.728085,"Misiones","Refugio Tingazú",2017,11,"OBS553213551","spri",214.9
"Phylloscartes ventralis",-51.430821,-26.74302,"Santa Catarina","Macieira--Cabanha Guamirim",2018,7,"OBS639795789","wint",1287.93
"Phylloscartes ventralis",-51.9747,-26.8083,"south","Ponte Serrada- Caratuva- Parque Nacional das Araucárias- SC",,,"FURB13842",,
"Phylloscartes ventralis",-49.462177,-26.866707,"Santa Catarina","Sítio Begalke",2017,10,"OBS542062059","spri",702.44
"Phylloscartes ventralis",-54.2171,-26.868411,"Misiones","PP Caá Yarí (AICA MI15)",2018,7,"OBS646551082","wint",493.51
"Phylloscartes ventralis",-54.20981,-26.86867,"Misiones","Reserva de Biosfera Yaboti",2015,7,"OBS354436797","wint",470.12
"Phylloscartes ventralis",-54.13008,-26.8924,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,7,"OBS520448995","wint",491.31
"Phylloscartes ventralis",-49.479911,-26.897693,"Santa Catarina","Benedito Novo--Zinco",2017,10,"OBS542054765","spri",786.88
"Phylloscartes ventralis",-54.16274,-26.89832,"Misiones","Lote 13, Yaboty Biosphere Reserve",2017,8,"OBS529963364","wint",489.68
"Phylloscartes ventralis",-54.15289,-26.91227,"Misiones","Lote 13, Yaboty Biosphere Reserve",2016,11,"OBS451328136","spri",472.45
"Phylloscartes ventralis",-54.20215,-26.94222,"Misiones","RNC Papel Misionero",2018,7,"OBS639479244","wint",465.99
"Phylloscartes ventralis",-54.209329,-26.946195,"Misiones","Sendero Bondi Jubilado",2018,7,"OBS641080634","wint",482.84
"Phylloscartes ventralis",-54.17331,-26.96886,"Misiones","RNC Papel Misionero",2018,8,"OBS645981921","wint",463.91
"Phylloscartes ventralis",-54.183036,-26.97049,"Misiones","(-26,9705,-54,1830) seguimiento 1",2018,8,"OBS653205376","wint",463.91
"Phylloscartes ventralis",-54.186364,-26.971107,"Misiones","(-26,9711,-54,1864) escucha 3",2018,9,"OBS657731817","spri",463.91
"Phylloscartes ventralis",-54.186463,-26.971113,"Misiones","(-26,9711,-54,1865) seguimiento 4",2018,9,"OBS659068475","spri",463.91
"Phylloscartes ventralis",-54.197289,-26.971808,"Misiones","Reserva Privada Papel Misionera",2018,7,"OBS641084394","wint",477.78
"Phylloscartes ventralis",-54.185982,-26.975364,"Misiones","(-26,9754,-54,1860) seguimiento5",2018,9,"OBS658397938","spri",463.91
"Phylloscartes ventralis",-54.17533,-26.97568,"Misiones","RNC Papel Misionero",2018,8,"OBS647960860","wint",463.91
"Phylloscartes ventralis",-54.18143,-26.97629,"Misiones","RNC Papel Misionero",2018,7,"OBS644063585","wint",463.91
"Phylloscartes ventralis",-51.023351,-26.9984,"Santa Catarina","A3 - LT Videira Fraiburgo Rodovia Das Lombadas - -26,999x-51,023",2017,3,"OBS479149021","fall",961.58
"Phylloscartes ventralis",-51.051204,-26.998902,"Santa Catarina","23 Rodovia das Lombadas, Santa Catarina, BR (-26,999, -51,051)",2017,3,"OBS523383047","fall",898.7
"Phylloscartes ventralis",-51.024928,-26.999556,"Santa Catarina","20-28 Rodovia das Lombadas, Santa Catarina, BR (-27, -51,025)",2017,3,"OBS523017673","fall",927.9
"Phylloscartes ventralis",-51.556005,-27.000198,"Santa Catarina","Água Doce, SC",2016,2,"OBS378787948","sum",882.31
"Phylloscartes ventralis",-51.047088,-27.000829,"Santa Catarina","A2 - LT VIdeira Fraiburgo - Santa Catarina-Videira-Unnamed Road",2017,3,"OBS479149808","fall",898.7
"Phylloscartes ventralis",-51.026274,-27.000854,"Santa Catarina","20-28 Rodovia das Lombadas, Santa Catarina, BR (-27,001, -51,026)",2017,3,"OBS523162259","fall",927.9
"Phylloscartes ventralis",-51.101014,-27.005784,"Santa Catarina","BR-Santa Catarina-Videira - -27,006x-51,101 - 22/03/2017 07:20",2017,3,"OBS523162626","fall",838.25
"Phylloscartes ventralis",-53.911586,-27.008285,"Misiones","Parque Provincial Esmeralda",2015,7,"OBS334514792","wint",339.42
"Phylloscartes ventralis",-51.100247,-27.012027,"Santa Catarina","A1 LT Videira Fraiburgo - -27,012x-51,1 - 21 de mar de 2017 10:25",2017,3,"OBS479149134","fall",838.25
"Phylloscartes ventralis",-49.917967,-27.012657,"Santa Catarina","Floresta da Rua Amazonas",2018,2,"OBS580911777","sum",612.47
"Phylloscartes ventralis",-54.039333,-27.022333,"Misiones","Reserva de Biosfera Yabotí (AICA MI15)",2018,8,"OBS650172714","wint",425.98
"Phylloscartes ventralis",-53.659925,-27.032705,"Santa Catarina","LD ITA-SMO - UA1, Tunápolis, SC (-27,033, -53,66)",2018,2,"OBS589546912","sum",350.54
"Phylloscartes ventralis",-54.827625,-27.058887,"Misiones","PP Salto Encantado",2018,9,"OBS666969331","spri",482.32
"Phylloscartes ventralis",-52.989201,-27.078424,"Santa Catarina","Águas de Chapecó--Hidroeste",2017,9,"OBS535383348","spri",290.13
"Phylloscartes ventralis",-54.951999,-27.088148,"Misiones","Camping del Cuñapirú (AICA MI17)",2015,2,"OBS315520827","sum",262.85
"Phylloscartes ventralis",-52.766089,-27.105102,"Santa Catarina","Guatambu - Entornos da Flona de Chapecó",2015,5,"OBS318503565","fall",567.71
"Phylloscartes ventralis",-53.939473,-27.12622,"Misiones","Reserva Yaboti",2018,9,"OBS666975265","spri",229.51
"Phylloscartes ventralis",-53.985486,-27.136146,"Misiones","Parque Provincial Esmeralda",2016,7,"OBS427045232","wint",323.69
"Phylloscartes ventralis",-53.866362,-27.140378,"Rio Grande do Sul","Parque Estadual do Turvo",2018,9,"OBS661858141","spri",229.33
"Phylloscartes ventralis",-53.925978,-27.141092,"Misiones","Don Moconá Virgin Lodge",2018,7,"OBS638709666","wint",208.72
