"Species","Longitude","Latitude","State","Locality","year","month","identifier","Elevation"
"Phylloscartes ventralis",-42.58484,-22.351568,"Rio de Janeiro","Pico da Caledônia",2018,6,"OBS628971715",1621.82
"Phylloscartes ventralis",-42.585374,-22.352196,"Rio de Janeiro","Escadaria Caledonia ",2016,5,"OBS407896635",1621.82
"Phylloscartes ventralis",-44.578719,-22.354144,"Rio de Janeiro","Subida Vale do Pavão - Poço do Marimbondo",2017,1,"OBS460688574",1363.31
"Phylloscartes ventralis",-44.576681,-22.355483,"Rio de Janeiro","PE Pedra Selada--Vale do Pavão",2015,2,"OBS710953192",1243.35
"Phylloscartes ventralis",-42.529707,-22.358331,"Rio de Janeiro","Serra dos Tucanos--Trilho Theodoro",2018,11,"OBS680661481",1192.65
"Phylloscartes ventralis",-42.513106,-22.361258,"Rio de Janeiro","Rua Hans Garlip (-22.361x-42.513)",2016,9,"OBS441425154",1192.65
"Phylloscartes ventralis",-42.511117,-22.361396,"Rio de Janeiro","NA",2018,10,"18231076",1192.65
"Phylloscartes ventralis",-42.511709,-22.361516,"Rio de Janeiro","Começo da estrada para Macaé de Cima",2017,7,"OBS546742677",1192.65
"Phylloscartes ventralis",-44.590161,-22.363053,"Rio de Janeiro","PE Pedra Selada--Fazenda Marimbondo",2015,2,"OBS302306441",1544.77
"Phylloscartes ventralis",-44.724612,-22.36484,"Rio de Janeiro","PN do Itatiaia--Agulhas Negras Road (RJ; 2200-2400m)",2018,7,"OBS640677627",2136.3
"Phylloscartes ventralis",-44.720471,-22.365039,"Rio de Janeiro","Resende PNI Parte Alta",2016,7,"OBS419313102",2136.3
"Phylloscartes ventralis",-44.711873,-22.369663,"Rio de Janeiro","Resende RJ",2018,1,"OBS573730867",2136.3
"Phylloscartes ventralis",-44.628469,-22.369822,"Rio de Janeiro","Itatiaia National Park",2017,7,"OBS526045888",2190.96
"Phylloscartes ventralis",-44.708729,-22.370033,"Rio de Janeiro","Campo de Altitude - Itatiaia",2018,4,"OBS621794734",2302.11
"Phylloscartes ventralis",-42.489938,-22.370794,"Rio de Janeiro","(-22.3708,-42.4899)",2017,9,"OBS530326694",1172.92
"Phylloscartes ventralis",-42.557418,-22.375149,"Rio de Janeiro","BR-Rio de Janeiro-Nova Friburgo-Unnamed Road - -22,375x-42,557",2017,2,"OBS465889327",1317.87
"Phylloscartes ventralis",-42.815578,-22.375514,"Rio de Janeiro","Trilha do seio da mulher de pedra",2016,9,"OBS428335754",1427.48
"Phylloscartes ventralis",-42.49221,-22.37579,"Rio de Janeiro","Macaé de Cima",2018,7,"OBS639749090",1172.92
"Phylloscartes ventralis",-42.557208,-22.375929,"Rio de Janeiro","Serra dos Tucanos--Trilho Cedae",2017,7,"OBS522090357",1317.87
"Phylloscartes ventralis",-42.555932,-22.377001,"Rio de Janeiro","Theodora Trail",2016,9,"OBS444987382",1098.45
"Phylloscartes ventralis",-44.760225,-22.377042,"Rio de Janeiro","Parque Nacional do Itatiaia (parte alta), Itamonte, Minas Gerais.",2018,3,"OBS593923762",1674.15
"Phylloscartes ventralis",-42.550886,-22.38,"Rio de Janeiro","Serra dos Tucanos--Trilho Bamboo",2015,7,"OBS427345864",1250.66
"Phylloscartes ventralis",-42.74815,-22.38658,"Rio de Janeiro","REGUA--Trilha Vermelha",2016,4,"OBS389424562",875.92
"Phylloscartes ventralis",-42.36581,-22.392089,"Rio de Janeiro","Rio Bonito de Lumiar",2017,4,"OBS491226994",895.2
"Phylloscartes ventralis",-44.538249,-22.393157,"Rio de Janeiro","Serrinha do Alambari--Área Geral",2018,11,"OBS675391633",806.61
"Phylloscartes ventralis",-43.295875,-22.395952,"Rio de Janeiro","Rebio Araras - trilha do caneco",2016,3,"OBS385371168",868.28
"Phylloscartes ventralis",-42.465611,-22.406111,"Rio de Janeiro","Vale das Taquaras",2015,5,"OBS331610062",1101.82
"Phylloscartes ventralis",-44.624233,-22.406585,"Rio de Janeiro","PN do Itatiaia--área geral (Partes Baixa e Alta)",2018,7,"OBS644427579",2030.92
"Phylloscartes ventralis",-43.007158,-22.408364,"Rio de Janeiro","Roadside stop",2018,10,"OBS674872608",1141.88
"Phylloscartes ventralis",-42.513984,-22.411262,"Rio de Janeiro","Ipucazinho - Parque Estadual dos Três Picos",2016,2,"OBS371195931",1243.55
"Phylloscartes ventralis",-42.520102,-22.411264,"Rio de Janeiro","BR-Rio de Janeiro-Nova Friburgo-Unnamed Road - -22,411x-42,52",2016,8,"OBS425211857",1243.55
"Phylloscartes ventralis",-43.032852,-22.411918,"Rio de Janeiro","(-22.4119,-43.0329) Pullout 2 outside Teresopolis AM",2018,10,"OBS698910798",1283.6
"Phylloscartes ventralis",-44.615079,-22.431983,"Rio de Janeiro","PN de Itatiaia--Hotel do Ypê",2017,7,"OBS522282967",1451.8
"Phylloscartes ventralis",-44.615204,-22.432516,"Rio de Janeiro","Itatiaia",2015,6,"OBS331507864",1451.8
"Phylloscartes ventralis",-42.922507,-22.440983,"Rio de Janeiro","PE Três Picos--Jacarandá",2016,5,"OBS407667988",1001.38
"Phylloscartes ventralis",-44.611037,-22.444906,"Rio de Janeiro","PN do Itatiaia--Parte Baixa (Hotéis Ype, Donati, Simon; 400-800m)",2018,7,"OBS637944751",1046.57
"Phylloscartes ventralis",-43.01302,-22.44732,"Rio de Janeiro","Pedra do Sino Trail",2016,10,"OBS437679900",1412.77
"Phylloscartes ventralis",-43.246865,-22.453632,"Rio de Janeiro","Pico do Couto, Araras, RJ",2016,3,"OBS388541612",1244.66
"Phylloscartes ventralis",-44.595199,-22.461542,"Rio de Janeiro","BR-Rio de Janeiro-Itatiaia-4551 Rua Wanderbilt Duarte de Barros - -22,462x-44,595",2017,2,"OBS463011546",651.57
"Phylloscartes ventralis",-43.292575,-22.464748,"Rio de Janeiro","BR-Rio de Janeiro-Petrópolis-Unnamed Road - -22,465x-43,293",2016,11,"OBS446003336",1499.45
"Phylloscartes ventralis",-43.000059,-22.471875,"Rio de Janeiro","PN Serra dos Orgaos",2018,1,"OBS569508411",1202.7
"Phylloscartes ventralis",-43.269142,-22.482658,"Rio de Janeiro","Rocio",2018,10,"OBS664360129",1163.85
"Phylloscartes ventralis",-43.25259,-22.48449,"Rio de Janeiro","Reserva Biológica de Araras - Pico do Couto",2016,3,"OBS388476538",1040.34
"Phylloscartes ventralis",-43.2638,-22.4861,"Rio de Janeiro","Reserva Biológica do Tinguá",2015,1,"OBS444361356",1163.85
"Phylloscartes ventralis",-43.268036,-22.488054,"Rio de Janeiro","Caminho do Imperador, Rederva Biológica do Tinguá -Rio de Janeiro, BR",2017,11,"OBS636820029",1163.85
"Phylloscartes ventralis",-43.068148,-22.537163,"Rio de Janeiro","Santo Aleixo--Cachoeira de Monjolos",2018,9,"OBS653260274",447.44
"Phylloscartes ventralis",-43.535116,-22.826802,"Rio de Janeiro","Serra do Mendanha",2018,10,"OBS667967229",390.08
"Phylloscartes ventralis",-44.472871,-22.879467,"Rio de Janeiro","Bocaina",2017,3,"OBS478441218",1212.95
"Phylloscartes ventralis",-44.816351,-23.142773,"Rio de Janeiro","Cunha--Pedra da Macela",2017,1,"OBS460977423",1408.89
"Phylloscartes ventralis",-44.82121,-23.151322,"Rio de Janeiro","Estrada Da Pedra Da Macela, Rio de Janeiro, BR (-23,151, -44,821)",2018,9,"OBS659130976",1523.56
"Phylloscartes ventralis",-44.821473,-23.153105,"Rio de Janeiro","Trilha Dos 7 Degraus",2018,7,"OBS639757622",1523.56
"Phylloscartes ventralis",-44.808996,-23.155437,"Rio de Janeiro","Unnamed Road, Rio de Janeiro, BR (-23,155, -44,809)",2018,5,"OBS624032303",1408.89
"Phylloscartes ventralis",-44.823014,-23.163531,"Rio de Janeiro","Porteira Macela PARATY RJ",2018,10,"OBS664248993",1346.06
"Phylloscartes ventralis",-44.840054,-23.168669,"Rio de Janeiro","Paraty - Cunha1500",2015,5,"OBS318662011",1346.06
"Phylloscartes ventralis",-44.840269,-23.168881,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-16661-16895 Rodovia Parati-Cunha - -23,169x-44,84",2016,11,"OBS443812800",1346.06
"Phylloscartes ventralis",-44.838943,-23.170453,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-16205-16659 Rodovia Parati-Cunha - -23,17x-44,839",2016,11,"OBS443812916",1346.06
"Phylloscartes ventralis",-44.835864,-23.171946,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-15652-16204 Rodovia Parati-Cunha - -23,172x-44,836",2016,11,"OBS443813101",1346.06
"Phylloscartes ventralis",-44.833643,-23.172283,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-15555-15649 Rodovia Parati-Cunha - -23,172x-44,834",2016,11,"OBS443813156",1346.06
"Phylloscartes ventralis",-44.837079,-23.173059,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-15234-15554 Rodovia Parati-Cunha - -23,173x-44,837",2016,11,"OBS443813214",1346.06
"Phylloscartes ventralis",-44.83233,-23.175714,"Rio de Janeiro","Estrada Paraty-Cunha (RJ-165)",2017,6,"OBS512878378",1346.06
"Phylloscartes ventralis",-44.828996,-23.175727,"Rio de Janeiro","Rio de Janeiro, BR (-23,176, -44,829)",2018,5,"OBS619602080",1346.06
"Phylloscartes ventralis",-44.833956,-23.18236,"Rio de Janeiro","P1-1300",2018,11,"OBS687474066",1075.37
"Phylloscartes ventralis",-44.83726,-23.187584,"Rio de Janeiro","P6-1300-RJ165",2016,11,"OBS449058947",1075.37
"Phylloscartes ventralis",-44.837972,-23.189787,"Rio de Janeiro","P7-1300-RJ165",2016,11,"OBS449059927",1075.37
"Phylloscartes ventralis",-44.838295,-23.19224,"Rio de Janeiro","P8-1300-RJ165",2016,11,"OBS449059785",1075.37
"Phylloscartes ventralis",-44.839836,-23.198006,"Rio de Janeiro","Paraty - Cunha 1100",2016,7,"OBS417457116",1075.37
"Phylloscartes ventralis",-44.840451,-23.198032,"Rio de Janeiro","Paraty--Trilha do 1100",2018,5,"OBS612307613",1075.37
"Phylloscartes ventralis",-44.840215,-23.198084,"Rio de Janeiro","9993-11385 Rodovia Parati - Cunha, Rio de Janeiro, BR (-23,198, -44,84)",2018,5,"OBS612695602",1075.37
"Phylloscartes ventralis",-44.833623,-23.199885,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-8769-9993 Rodovia Parati-Cunha - -23,2x-44,834",2016,11,"OBS443814850",1075.37
"Phylloscartes ventralis",-44.832534,-23.201301,"Rio de Janeiro","BR-Rio de Janeiro-Paraty-7393-8551 Rodovia Parati-Cunha - -23,201x-44,833",2016,11,"OBS443815018",894.16
"Phylloscartes ventralis",-53.866362,-27.140378,"Rio Grande do Sul","Parque Estadual do Turvo",2018,9,"OBS661858141",229.33
"Phylloscartes ventralis",-53.264669,-27.189201,"Rio Grande do Sul","Iraí",2016,4,"OBS440235919",260.27
"Phylloscartes ventralis",-53.647399,-27.341808,"Rio Grande do Sul","Guarita",2017,12,"OBS647134652",280.63
"Phylloscartes ventralis",-54.664578,-27.528063,"Rio Grande do Sul","Municipio de Porto Mauá - localidade de Tres bocas",2016,4,"OBS438092813",156.81
"Phylloscartes ventralis",-53.313834,-27.901405,"Rio Grande do Sul","Palmeira das Missões",2015,5,"OBS318309876",586.5
"Phylloscartes ventralis",-52.81737,-27.913535,"Rio Grande do Sul","Parque Estadual do Papagaio Charão Sarandi RS",2018,11,"OBS676932337",624.36
"Phylloscartes ventralis",-52.815263,-27.913566,"Rio Grande do Sul","PE Papagaio Charao,  Sarandi, Rio Grande do Sul, BR (-27,914, -52,815)",2018,4,"OBS603534358",624.36
"Phylloscartes ventralis",-52.874858,-28.079023,"Rio Grande do Sul","Reserva Valle Azul",2016,7,"OBS419706151",519.38
"Phylloscartes ventralis",-52.432856,-28.081065,"Rio Grande do Sul","Coxilha, Rio Grande do Sul, BR (-28,081, -52,433)",2018,1,"OBS567150580",641.34
"Phylloscartes ventralis",-51.904811,-28.223794,"Rio Grande do Sul","Sementes e Cambanha Butiá - Caseiros",2017,12,"OBS555553252",749.41
"Phylloscartes ventralis",-52.744095,-28.264813,"Rio Grande do Sul","Carazinho -- Parque Municipal",2015,5,"OBS317669869",562.39
"Phylloscartes ventralis",-52.18839,-28.293867,"Rio Grande do Sul","Floresta Nacional de Passo Fundo--Mato Castelhano",2016,7,"OBS418399679",725.12
"Phylloscartes ventralis",-52.781559,-28.296087,"Rio Grande do Sul","Aquático Carazinho",2017,4,"OBS481678078",562.25
"Phylloscartes ventralis",-54.265645,-28.298905,"Rio Grande do Sul","Santo Ângelo",2016,5,"OBS404114924",246.98
"Phylloscartes ventralis",-52.598487,-28.310827,"Rio Grande do Sul","Fazenda Aparecida,  SAP, Rio Grande do Sul, BR (-28,311, -52,598)",2018,12,"OBS688446577",565.46
"Phylloscartes ventralis",-52.765059,-28.311786,"Rio Grande do Sul","Pedreira",2018,1,"OBS566161980",562.25
"Phylloscartes ventralis",-52.614577,-28.360362,"Rio Grande do Sul","Capão Três Lagoas",2018,7,"OBS637980276",519.22
"Phylloscartes ventralis",-53.689392,-28.375189,"Rio Grande do Sul","Bozano--Mato da Capela",2018,5,"OBS625008867",434.54
"Phylloscartes ventralis",-52.77684,-28.382339,"Rio Grande do Sul","Granja Pinheiros",2018,7,"OBS639688482",546.41
"Phylloscartes ventralis",-52.962744,-28.392403,"Rio Grande do Sul","BR-Rio Grande do Sul-Colorado - -28,392x-52,963 - 13 de abr de 2017 16:26",2017,4,"OBS485196482",515.37
"Phylloscartes ventralis",-52.703154,-28.460316,"Rio Grande do Sul","Fazenda Tedesco",2018,9,"OBS654961046",452.09
"Phylloscartes ventralis",-52.696447,-28.462026,"Rio Grande do Sul","Fazenda Tedesco Sto Antônio Do Planalto (-28,462, -52,696)",2018,10,"OBS664225460",452.09
"Phylloscartes ventralis",-49.869112,-28.487328,"Rio Grande do Sul","-28.487328, -49.869112, rio Pelotas, São José dos Ausentes",2016,1,"OBS367952128",1095.75
"Phylloscartes ventralis",-54.57589,-28.502402,"Rio Grande do Sul","Rio Grande do Sul, BR (-28,502, -54,576)",2018,2,"OBS574306715",273.66
"Phylloscartes ventralis",-50.261035,-28.502413,"Rio Grande do Sul","Bom Jesus--Passo do Inferno",2017,3,"OBS580513498",956.5
"Phylloscartes ventralis",-52.908304,-28.503018,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,503x-52,908 - 22 de abr de 2017 06:33",2017,4,"OBS489038049",419.61
"Phylloscartes ventralis",-52.905019,-28.504433,"Rio Grande do Sul","Mato do Arlei",2018,5,"OBS614170203",419.61
"Phylloscartes ventralis",-52.889784,-28.506301,"Rio Grande do Sul","-28,506x-52,89 - 7 de mai de 2016 19:41",2016,5,"OBS399427510",444.15
"Phylloscartes ventralis",-52.890518,-28.509127,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque-Unnamed Road - -28,509x-52,891",2017,3,"OBS479361866",444.15
"Phylloscartes ventralis",-52.901495,-28.510659,"Rio Grande do Sul","BR-Rio Grande do Sul-Não-Me-Toque - -28,511x-52,901 - 20 de nov de 2016 10:03",2018,4,"OBS601549909",419.61
"Phylloscartes ventralis",-49.871613,-28.515089,"Rio Grande do Sul","Sítio dos Irmãos, Faxinal Preto, São José dos Ausentes",2016,1,"OBS367996170",1195.7
"Phylloscartes ventralis",-52.789182,-28.521272,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,521, -52,789)",2017,12,"OBS556600475",446.2
"Phylloscartes ventralis",-53.613531,-28.536373,"Rio Grande do Sul","Propriedade Lauro Stella",2015,5,"OBS316220528",413.43
"Phylloscartes ventralis",-52.720677,-28.548601,"Rio Grande do Sul","BR-Rio Grande do Sul-Victor Graeff-Estrada São José do Umbú - -28,549x-52,721",2017,7,"OBS518322713",411.12
"Phylloscartes ventralis",-51.325335,-28.569145,"Rio Grande do Sul","PCH Jardim, André da Rocha",2016,3,"OBS705343900",652.76
"Phylloscartes ventralis",-51.471333,-28.617528,"Rio Grande do Sul","André da Rocha--Chimarrão",2018,4,"OBS603891467",622.32
"Phylloscartes ventralis",-52.744714,-28.621196,"Rio Grande do Sul","-28,621x-52,745 - 6 de jul de 2017 11:02",2017,7,"OBS516741930",406.63
"Phylloscartes ventralis",-53.579438,-28.636738,"Rio Grande do Sul","Estrela Velha",2018,4,"OBS595559512",444.46
"Phylloscartes ventralis",-53.403532,-28.733595,"Rio Grande do Sul","Cruz Alta--Capão da Atafona",2018,5,"OBS624837088",396.77
"Phylloscartes ventralis",-51.802362,-28.737826,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,738, -51,802)",2017,2,"OBS523016675",541.82
"Phylloscartes ventralis",-51.802402,-28.737831,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,738, -51,802)",2017,2,"OBS523016430",541.82
"Phylloscartes ventralis",-51.795535,-28.759617,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,76, -51,796)",2017,2,"OBS523017292",536.55
"Phylloscartes ventralis",-49.968889,-28.793161,"Rio Grande do Sul","São José dos Ausentes - Campos do Alto da Serra da Rocinha",2015,2,"OBS416495366",1156.16
"Phylloscartes ventralis",-50.693797,-28.845081,"Rio Grande do Sul","95400-000, São Francisco de Paula BR-RS (-28,8451,-50,6938)",2018,8,"OBS646494060",785.21
"Phylloscartes ventralis",-52.298506,-28.85408,"Rio Grande do Sul","Perau de Janeiro, Arvorezinha/RS",2017,11,"OBS551189630",603.58
"Phylloscartes ventralis",-50.818868,-28.87427,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-28,874, -50,819)",2018,1,"OBS565384844",661.9
"Phylloscartes ventralis",-51.752784,-28.874645,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,875x-51,753 - 20/02/2017 14:49",2017,2,"OBS503367908",425.87
"Phylloscartes ventralis",-50.973264,-28.877894,"Rio Grande do Sul","Caxias do Sul--Criúva",2018,1,"OBS565579049",758.02
"Phylloscartes ventralis",-50.816665,-28.884787,"Rio Grande do Sul","Caxias do Sul--Cânion dos Palanquinhos",2018,1,"OBS564185401",691.44
"Phylloscartes ventralis",-50.821965,-28.884815,"Rio Grande do Sul","PE Jus",2018,1,"OBS564728781",691.44
"Phylloscartes ventralis",-51.745551,-28.891606,"Rio Grande do Sul","BR-Rio Grande do Sul-Fagundes Varela - -28,892x-51,746 - 18/02/2017 13:50",2017,2,"OBS503366097",518.97
"Phylloscartes ventralis",-50.82466,-28.8955,"Rio Grande do Sul","Monumento Natural Palanquinho",2017,9,"OBS534560423",691.44
"Phylloscartes ventralis",-50.817848,-28.948103,"Rio Grande do Sul","PE Ctrle",2018,1,"OBS564465373",743.47
"Phylloscartes ventralis",-51.526474,-28.962032,"Rio Grande do Sul","Propriedade Romildo Ceppo",2018,5,"OBS613508351",584.8
"Phylloscartes ventralis",-50.798547,-28.972539,"Rio Grande do Sul","PE Criuva",2018,1,"OBS565180021",764.12
"Phylloscartes ventralis",-50.80513,-29.01607,"Rio Grande do Sul","95400-000, Caxias do Sul BR-RS (-29,0161,-50,8051)",2018,7,"OBS644350971",856.22
"Phylloscartes ventralis",-51.709144,-29.022401,"Rio Grande do Sul","BR-Rio Grande do Sul-Cotiporã - -29,022x-51,709 - 22/05/2017 14:26",2017,2,"OBS503372035",336.48
"Phylloscartes ventralis",-51.909941,-29.040076,"Rio Grande do Sul","BR-Rio Grande do Sul-Vespasiano Correa - -29,04x-51,91 - 15/04/2017 18:13",2017,4,"OBS486038815",314.94
"Phylloscartes ventralis",-51.908238,-29.045288,"Rio Grande do Sul","Unnamed Road, Rio Grande do Sul, BR (-29,045, -51,908)",2017,12,"OBS556113095",311.74
"Phylloscartes ventralis",-51.911817,-29.046871,"Rio Grande do Sul","Ferrovia do Trigo -- Viaduto 13",2016,3,"OBS388403281",311.74
"Phylloscartes ventralis",-50.084,-29.054,"Rio Grande do Sul","Cambará do sul, cânion fortaleza",2018,11,"OBS674742858",1094.39
"Phylloscartes ventralis",-50.365053,-29.092279,"Rio Grande do Sul","P.E. do Tainhas Rio Grande do Sul, BR (-29,092, -50,365)",2018,2,"OBS582577405",833.91
"Phylloscartes ventralis",-50.081842,-29.158892,"Rio Grande do Sul","PN Aparados da Serra--Cânion do Itaimbezinho",2016,12,"OBS460143199",945.99
"Phylloscartes ventralis",-51.14743,-29.1614,"Rio Grande do Sul","Universidade de Caxias do Sul - UCS",2017,9,"OBS533637434",777.62
"Phylloscartes ventralis",-52.063571,-29.162124,"Rio Grande do Sul","(-29,162, -52,064)",2018,1,"OBS569928036",437.13
"Phylloscartes ventralis",-50.857252,-29.213658,"Rio Grande do Sul","96330-000, Caxias do Sul BR-RS (-29,2137,-50,8573)",2018,8,"OBS652873971",747.91
"Phylloscartes ventralis",-50.181019,-29.218147,"Rio Grande do Sul","Cambará do Sul -- Pousada Estância do Cambará",2015,5,"OBS318794126",994.88
"Phylloscartes ventralis",-50.862036,-29.219758,"Rio Grande do Sul","(-29,2198,-50,8620)",2018,12,"OBS683603349",693.21
"Phylloscartes ventralis",-51.338,-29.2263,"Rio Grande do Sul","Reserva Ecológica Parque dos Pinheiros",2017,9,"OBS533950093",724.9
"Phylloscartes ventralis",-51.536659,-29.234925,"Rio Grande do Sul","Sítio Crescer,Garibaldi",2018,8,"OBS657473152",630.31
"Phylloscartes ventralis",-51.89357,-29.26895,"Rio Grande do Sul","Morro Paraglaider ",2017,7,"OBS520419003",178.25
"Phylloscartes ventralis",-52.19686,-29.272746,"Rio Grande do Sul","Tamanduá",2018,7,"OBS641833939",423.33
"Phylloscartes ventralis",-49.982884,-29.288975,"Rio Grande do Sul","Camping Cachoeira dos Borges",2016,12,"OBS460123860",464.75
"Phylloscartes ventralis",-51.887729,-29.313773,"Rio Grande do Sul","BR-RS-Roca Sales-95735 - -29,3138x-51,8877",2016,10,"OBS437795414",125.18
"Phylloscartes ventralis",-50.816563,-29.322529,"Rio Grande do Sul","504-518 Rua Otaviano Amaral Píres, Rio Grande do Sul, BR (-29,323, -50,817)",2018,10,"OBS663867894",823.26
"Phylloscartes ventralis",-52.420509,-29.345914,"Rio Grande do Sul","Mata Sete Léguas/Perau da Nega -Boqueirão do Leão - -29,338x-52,443",2018,3,"OBS593937323",567.46
"Phylloscartes ventralis",-51.934806,-29.357699,"Rio Grande do Sul","Morro Gaúcho, Arroio Do Meio",2017,10,"OBS544909862",133.24
"Phylloscartes ventralis",-50.871785,-29.382867,"Rio Grande do Sul","Praça das Etnias",2017,4,"OBS501255438",802.77
"Phylloscartes ventralis",-50.836778,-29.400203,"Rio Grande do Sul","Gramado--Ecoparque Sperry",2018,11,"OBS675003890",594.33
"Phylloscartes ventralis",-50.386768,-29.423851,"Rio Grande do Sul","FLONA São Francisco de Paula",2018,1,"OBS564481621",852.41
"Phylloscartes ventralis",-50.393583,-29.432006,"Rio Grande do Sul","FLONA de São Francisco de Paula, Rio Grande do Sul, BR (-29,432, -50,394)",2018,3,"OBS586512239",852.41
"Phylloscartes ventralis",-50.580228,-29.442807,"Rio Grande do Sul","São Francisco de Paula--área geral",2017,11,"OBS555035129",852.06
"Phylloscartes ventralis",-50.611284,-29.442862,"Rio Grande do Sul","São Francisco de Paula -- Hotel Veraneio Hampel",2018,5,"OBS623821843",881.84
"Phylloscartes ventralis",-50.610471,-29.443123,"Rio Grande do Sul","parador hampel",2018,11,"OBS676857163",881.84
"Phylloscartes ventralis",-50.610032,-29.443893,"Rio Grande do Sul","BR-RS-São Francisco de Paula-95400-000 - -29,4439x-50,6100",2016,12,"OBS447482768",881.84
"Phylloscartes ventralis",-51.970868,-29.449688,"Rio Grande do Sul","Lajeado",2016,7,"OBS421899941",64.28
"Phylloscartes ventralis",-51.974679,-29.456298,"Rio Grande do Sul","Lagoa Do Coração",2017,8,"OBS523913392",57.61
"Phylloscartes ventralis",-50.581111,-29.458333,"Rio Grande do Sul","São Francisco de Paula--Pousada Recanto da Mata",2018,4,"OBS599488949",812.01
"Phylloscartes ventralis",-50.500599,-29.464411,"Rio Grande do Sul","São Francisco de Paula--Instituto Arca Verde",2017,12,"OBS558739770",872.68
"Phylloscartes ventralis",-53.281182,-29.466129,"Rio Grande do Sul","PEQC - Parque Estadual Quarta Colonia (Sede)",2016,10,"OBS435376185",137.75
"Phylloscartes ventralis",-50.174809,-29.480994,"Rio Grande do Sul","CPCN Pró Mata PUCRS",2018,2,"OBS579888968",690.73
"Phylloscartes ventralis",-50.174915,-29.481018,"Rio Grande do Sul","Centro de Pesquisas Pró-Mata/PUCRS",2016,3,"OBS387253643",690.73
"Phylloscartes ventralis",-50.174135,-29.48111,"Rio Grande do Sul","95400, São Francisco de Paula BR-RS (-29,4811,-50,1741)",2017,9,"OBS537550759",690.73
"Phylloscartes ventralis",-50.336491,-29.496353,"Rio Grande do Sul","Pró-Mata",2018,4,"OBS613295591",603.23
"Phylloscartes ventralis",-50.995316,-29.50152,"Rio Grande do Sul","Santa Maria do Herval",2016,5,"OBS403983948",566.55
"Phylloscartes ventralis",-50.002143,-29.510913,"Rio Grande do Sul","BR-Rio Grande do Sul-Três Cachoeiras-Unnamed Road - -29,511x-50,002",2017,5,"OBS523384326",214.77
"Phylloscartes ventralis",-50.109,-29.511,"Rio Grande do Sul","Itati, RS, Reserva Biológica Mata Paludosa",2018,11,"OBS674891074",79.82
"Phylloscartes ventralis",-51.080372,-29.518175,"Rio Grande do Sul","Morro Reuter--Estrada José Klauck",2018,5,"OBS613922295",568.28
"Phylloscartes ventralis",-51.090768,-29.536895,"Rio Grande do Sul","Morro Reuter--Morro Embratel",2018,9,"OBS659295109",445.99
"Phylloscartes ventralis",-50.949571,-29.568584,"Rio Grande do Sul","Sapiranga--Alto Ferrabraz",2018,12,"OBS685950550",579.85
"Phylloscartes ventralis",-50.22696,-29.574875,"Rio Grande do Sul","Maquiné",2015,5,"OBS318699936",557.72
"Phylloscartes ventralis",-50.996626,-29.592332,"Rio Grande do Sul","São Jacó",2018,11,"OBS676807200",272.58
"Phylloscartes ventralis",-51.024739,-29.60762,"Rio Grande do Sul","Rio Grande do Sul, BR (-29,608, -51,025)",2018,11,"OBS674667943",135.44
"Phylloscartes ventralis",-52.464105,-29.613702,"Rio Grande do Sul","Santa Cruz do Sul",2016,5,"OBS402697460",103.72
"Phylloscartes ventralis",-50.77513,-29.623807,"Rio Grande do Sul","Taquara--Rua Felipe Albeno Schirmer",2018,12,"OBS684210105",88.78
"Phylloscartes ventralis",-50.827238,-29.631426,"Rio Grande do Sul","Parobé, Rio Grande do Sul",2018,8,"OBS652366871",59.22
"Phylloscartes ventralis",-50.262773,-29.665901,"Rio Grande do Sul","Maquiné--Arredores da Pousada Recanto da Mata",2018,7,"OBS640332429",435.39
"Phylloscartes ventralis",-50.205367,-29.676653,"Rio Grande do Sul","Maquiné--área geral",2016,7,"OBS528263732",46.93
"Phylloscartes ventralis",-50.243568,-29.692303,"Rio Grande do Sul","Maquiné -- Barra do Ouro",2018,3,"OBS587914013",465.11
"Phylloscartes ventralis",-53.72035,-29.717389,"Rio Grande do Sul","BR-Rio Grande do Sul-Santa Maria-UFSM-Est. Jd. Botânico.",2016,5,"OBS401204867",90.4
"Phylloscartes ventralis",-51.263069,-29.720357,"Rio Grande do Sul","Portão, Rio Grande do Sul, BR",2018,2,"OBS578192332",67.84
"Phylloscartes ventralis",-50.474099,-29.740961,"Rio Grande do Sul","Morro Próximo à Pousada",2017,5,"OBS503837408",247.75
"Phylloscartes ventralis",-51.0038,-29.796251,"Rio Grande do Sul","Sitio São Luiz",2015,5,"OBS317727857",111.67
